S3	S4	S7	S8	gene.names
5959	8039	6785	3976	CAGL0I07447g
57	100	107	81	CAGL0I07469g
460	691	1232	847	CAGL0I07491g
282	378	645	400	CAGL0I07513g
554	751	278	211	CAGL0I07535g
0	2	1	1	CAGL0I07546r
773	824	2162	1060	CAGL0I07557g
1551	1750	1298	892	CAGL0I07579g
101	151	240	167	CAGL0I07601g
208	303	303	195	CAGL0I07623g
507	720	487	339	CAGL0I07645g
476	690	178	154	CAGL0I07667g
422	470	224	162	CAGL0I07689g
66	79	44	29	CAGL0I07711g
379	476	586	353	CAGL0I07733g
488	676	494	338	CAGL0I07755g
206	324	178	131	CAGL0I07777g
1102	1376	489	393	CAGL0I07799g
794	1207	1502	926	CAGL0I07821g
42	27	91	43	CAGL0I07837g
12472	11145	26139	14875	CAGL0I07843g
64	48	800	417	CAGL0I07865g
120	179	469	239	CAGL0I07887g
411	534	777	499	CAGL0I07909g
256	303	95	94	CAGL0I07931g
161	206	267	193	CAGL0I07953g
322	389	531	311	CAGL0I07969g
1382	1818	380	361	CAGL0I07975g
420	565	216	150	CAGL0I07997g
253	330	455	296	CAGL0I08019g
143	160	255	141	CAGL0I08041g
190	279	267	188	CAGL0I08063g
318	348	453	318	CAGL0I08085g
293	327	365	248	CAGL0I08107g
12	27	30	29	CAGL0I08151g
0	0	0	0	CAGL0I08173r
482	562	509	320	CAGL0I08195g
919	1115	1490	908	CAGL0I08217g
978	1145	2241	1292	CAGL0I08239g
306	402	434	289	CAGL0I08261g
809	1010	1612	879	CAGL0I08283g
136	126	669	358	CAGL0I08305g
3566	4612	2834	1761	CAGL0I08327g
389	492	506	268	CAGL0I08349g
245	306	380	216	CAGL0I08371g
1634	2028	892	675	CAGL0I08393g
157	207	342	225	CAGL0I08415g
266	390	318	202	CAGL0I08437g
1044	1369	1389	881	CAGL0I08459g
327	360	625	398	CAGL0I08481g
117	209	437	201	CAGL0I08503g
371	428	708	451	CAGL0I08525g
1274	1610	376	255	CAGL0I08547g
305	438	423	298	CAGL0I08569g
33	38	142	77	CAGL0I08591g
312	418	181	109	CAGL0I08613g
358	452	448	267	CAGL0I08635g
0	0	0	0	CAGL0I08657r
0	0	0	0	CAGL0I08679r
425	594	895	469	CAGL0I08701g
189	222	475	291	CAGL0I08723g
192	205	436	318	CAGL0I08745g
204	338	233	145	CAGL0I08767g
205	295	245	144	CAGL0I08789g
39	63	70	52	CAGL0I08811g
1159	1362	2136	1253	CAGL0I08833g
200	274	287	209	CAGL0I08855g
755	768	1226	786	CAGL0I08877g
167	212	263	202	CAGL0I08899g
0	0	0	0	CAGL0I08921r
5	3	6	2	CAGL0I08943g
726	930	2057	1054	CAGL0I08965g
122	189	161	71	CAGL0I08987g
126	155	622	308	CAGL0I09009g
0	0	0	0	CAGL0I09020r
106	156	197	145	CAGL0I09042g
335	406	437	247	CAGL0I09064g
42	72	42	26	CAGL0I09086g
96	94	168	81	CAGL0I09108g
129	169	272	164	CAGL0I09130g
115	146	56	42	CAGL0I09152g
66	101	63	50	CAGL0I09174g
176	200	124	87	CAGL0I09196g
362	496	547	307	CAGL0I09218g
723	1022	433	245	CAGL0I09240g
194	259	342	138	CAGL0I09262g
540	674	1030	355	CAGL0I09284g
78	115	177	122	CAGL0I09306g
287	476	553	295	CAGL0I09328g
627	810	267	202	CAGL0I09350g
304	334	526	329	CAGL0I09372g
285	350	541	283	CAGL0I09394g
114	144	129	108	CAGL0I09416g
189	219	73	56	CAGL0I09438g
108	152	305	170	CAGL0I09460g
788	987	1534	927	CAGL0I09482g
296	411	697	426	CAGL0I09504g
156	218	242	141	CAGL0I09526g
589	575	970	629	CAGL0I09548g
488	650	526	313	CAGL0I09570g
378	577	105	64	CAGL0I09592g
923	1091	994	679	CAGL0I09614g
126	215	204	126	CAGL0I09636g
69	111	122	64	CAGL0I09658g
23	35	48	34	CAGL0I09680g
62	103	92	52	CAGL0I09702g
68	83	40	14	CAGL0I09724g
158	209	347	103	CAGL0I09746g
146	176	143	104	CAGL0I09768g
3976	5217	861	863	CAGL0I09790g
1223	1842	2212	1208	CAGL0I09812g
0	1	0	0	CAGL0I09834g
147	241	143	43	CAGL0I09856g
1934	2755	2606	1604	CAGL0I09878g
116	133	111	73	CAGL0I09900g
348	446	586	378	CAGL0I09922g
0	0	0	0	CAGL0I09944r
134	160	376	238	CAGL0I09966g
145	206	238	177	CAGL0I09988g
22	15	563	287	CAGL0I10010g
0	0	0	0	CAGL0I10032r
67	65	207	128	CAGL0I10054g
0	0	0	0	CAGL0I10076r
57	87	102	47	CAGL0I10098g
1	0	0	0	CAGL0I10125g
77	111	160	170	CAGL0I10147g
0	0	0	0	CAGL0I10200g
91	162	154	103	CAGL0I10211g
59	88	42	37	CAGL0I10224g
51	71	52	19	CAGL0I10246g
349	417	828	574	CAGL0I10296g
378	475	408	321	CAGL0I10318g
40	42	44	33	CAGL0I10340g
17	19	20	7	CAGL0I10362g
633	569	1573	778	CAGL0I10384g
812	1027	1959	1126	CAGL0I10406g
339	407	558	359	CAGL0I10428g
4	8	9	2	CAGL0I10450g
568	732	1749	735	CAGL0I10472g
1722	2532	2335	1421	CAGL0I10494g
858	1018	2939	1897	CAGL0I10516g
208	268	194	114	CAGL0I10538g
951	1252	228	197	CAGL0I10560g
48	68	133	75	CAGL0I10582g
28	40	53	34	CAGL0I10604g
452	573	510	366	CAGL0I10626g
9485	11273	9327	5286	CAGL0I10648g
452	640	110	78	CAGL0I10670g
2	5	2	2	CAGL0I10703r
222	260	493	318	CAGL0I10725g
539	675	682	444	CAGL0I10747g
216	314	331	220	CAGL0I10769g
119	168	139	105	CAGL0I10791g
181	271	286	170	CAGL0I10813g
364	433	387	260	CAGL0I10835g
0	0	0	0	CAGL0I10857r
269	352	404	278	CAGL0I10879g
304	382	412	317	CAGL0I10901g
319	356	711	471	CAGL0I10923g
531	749	1015	634	CAGL0I10945g
2274	2638	6253	3638	CAGL0I10967g
205	305	424	246	CAGL0I10989g
0	0	0	0	CAGL0I11011g
0	0	0	0	CAGL0J00105g
0	0	0	0	CAGL0J00110g
0	0	0	0	CAGL0J00116g
0	1	0	0	CAGL0J00143r
17784	20602	11852	7866	CAGL0J00165g
225	382	485	321	CAGL0J00187g
185	266	127	94	CAGL0J00209g
0	0	0	0	CAGL0J00231r
189	315	285	223	CAGL0J00253g
569	687	244	172	CAGL0J00275g
338	559	295	226	CAGL0J00297g
294	351	347	251	CAGL0J00319g
572	800	454	302	CAGL0J00341g
39	42	15	11	CAGL0J00363g
418	555	164	133	CAGL0J00385g
213	276	335	203	CAGL0J00407g
788	976	891	641	CAGL0J00429g
104	155	79	93	CAGL0J00451g
1706	2097	350	306	CAGL0J00473g
614	744	544	356	CAGL0J00495g
40	57	67	34	CAGL0J00517g
454	546	786	468	CAGL0J00539g
3205	4456	10002	4602	CAGL0J00561g
583	678	1716	959	CAGL0J00583g
1468	1524	3117	1775	CAGL0J00605g
378	518	656	441	CAGL0J00627g
2136	2614	1140	681	CAGL0J00649g
953	1049	1131	715	CAGL0J00671g
364	560	602	460	CAGL0J00693g
18	32	18	9	CAGL0J00715g
9667	11046	6693	4877	CAGL0J00737g
937	1176	1032	700	CAGL0J00759g
980	1224	1045	715	CAGL0J00781g
260	347	922	572	CAGL0J00803g
236	325	688	335	CAGL0J00825g
2955	3503	2659	1257	CAGL0J00847g
139	255	42	18	CAGL0J00869g
457	599	115	106	CAGL0J00891g
50	62	55	30	CAGL0J00913g
378	526	563	302	CAGL0J00935g
1377	1829	310	300	CAGL0J00957g
118	151	155	95	CAGL0J00968g
0	0	0	0	CAGL0J00979r
127	168	400	271	CAGL0J01001g
183	212	21	28	CAGL0J01023g
683	813	98	84	CAGL0J01045g
257	305	259	185	CAGL0J01067g
153	239	176	136	CAGL0J01089g
395	535	675	425	CAGL0J01111g
0	0	0	0	CAGL0J01133r
699	922	642	408	CAGL0J01155g
165	273	324	219	CAGL0J01177g
232	291	464	283	CAGL0J01199g
119	151	130	91	CAGL0J01221g
102	134	127	84	CAGL0J01243g
857	1126	222	104	CAGL0J01265g
473	619	999	260	CAGL0J01287g
403	551	619	386	CAGL0J01309g
251	392	1506	835	CAGL0J01331g
307	331	867	456	CAGL0J01353g
295	413	450	293	CAGL0J01375g
63	63	154	95	CAGL0J01397g
370	434	757	418	CAGL0J01419g
669	916	651	289	CAGL0J01441g
46	54	50	24	CAGL0J01463g
378	510	376	183	CAGL0J01485g
485	632	768	545	CAGL0J01507g
529	667	639	412	CAGL0J01529g
2	0	4	3	CAGL0J01551r
957	1498	1111	667	CAGL0J01595g
0	0	0	1	CAGL0J01617r
75	110	284	177	CAGL0J01661g
284	409	480	397	CAGL0J01699g
0	0	0	0	CAGL0J01705r
1	0	1	0	CAGL0J01727g
0	0	1	0	CAGL0J01749r
386	506	591	379	CAGL0J01774g
0	2	3	4	CAGL0J01800g
0	0	0	0	CAGL0J01826r
2324	3225	408	424	CAGL0J01848g
154	204	608	366	CAGL0J01870g
1212	1654	2397	1289	CAGL0J01892g
218	354	472	309	CAGL0J01914g
267	348	459	297	CAGL0J01936g
229	302	526	340	CAGL0J01958g
161	213	202	151	CAGL0J01980g
4	6	0	0	CAGL0J01994r
134	155	385	213	CAGL0J02002g
6	4	7	11	CAGL0J02024g
0	0	0	0	CAGL0J02046g
360	434	786	491	CAGL0J02068g
241	341	316	192	CAGL0J02090g
324	392	308	200	CAGL0J02112g
40	69	75	42	CAGL0J02128g
138	226	361	226	CAGL0J02134g
281	429	629	432	CAGL0J02156g
0	0	0	0	CAGL0J02178s
164	202	457	305	CAGL0J02200g
679	792	194	210	CAGL0J02222g
1942	2394	2784	1804	CAGL0J02244g
550	706	489	304	CAGL0J02266g
125	152	152	112	CAGL0J02288g
127	168	191	147	CAGL0J02310g
180	263	500	303	CAGL0J02332g
25700	31318	15414	11447	CAGL0J02354g
361	499	58	54	CAGL0J02376g
299	439	241	160	CAGL0J02398g
578	681	517	307	CAGL0J02420g
705	825	1008	646	CAGL0J02442g
222	288	319	210	CAGL0J02464g
671	864	890	599	CAGL0J02486g
51	59	1085	650	CAGL0J02508g
2	6	102	64	CAGL0J02530g
5	6	164	95	CAGL0J02552g
0	0	0	0	CAGL0J02596r
77	108	168	131	CAGL0J02618g
474	618	491	343	CAGL0J02640g
362	504	441	326	CAGL0J02662g
462	550	795	479	CAGL0J02684g
4	2	10	6	CAGL0J02706g
103	157	229	127	CAGL0J02728g
690	816	815	539	CAGL0J02750g
0	0	0	0	CAGL0J02772r
162	257	209	118	CAGL0J02794g
1861	2269	388	342	CAGL0J02816g
349	373	517	355	CAGL0J02838g
139	188	148	104	CAGL0J02860g
2710	3288	4412	2272	CAGL0J02882g
144	207	626	280	CAGL0J02904g
78	82	260	93	CAGL0J02926g
271	336	388	230	CAGL0J02948g
168	207	510	264	CAGL0J02970g
423	540	781	483	CAGL0J02992g
395	554	459	219	CAGL0J03014g
18	33	56	12	CAGL0J03058g
8	8	33	18	CAGL0J03080g
462	630	755	480	CAGL0J03102g
898	1221	741	500	CAGL0J03124g
2006	2373	2331	1381	CAGL0J03146g
296	438	601	439	CAGL0J03168g
97	116	238	159	CAGL0J03190g
1813	2586	1925	1081	CAGL0J03212g
14416	16743	7967	6438	CAGL0J03234g
166	201	216	137	CAGL0J03245g
345	367	364	241	CAGL0J03256g
22	27	26	10	CAGL0J03278g
197	274	363	221	CAGL0J03300g
621	707	1429	859	CAGL0J03322g
567	752	131	122	CAGL0J03344g
620	788	683	405	CAGL0J03366g
192	269	180	113	CAGL0J03388g
3	0	2	0	CAGL0J03410r
260	342	541	338	CAGL0J03432g
644	933	500	306	CAGL0J03454g
1055	1499	204	193	CAGL0J03476g
204	272	443	244	CAGL0J03498g
790	1026	1380	819	CAGL0J03520g
53	65	203	123	CAGL0J03542g
735	982	1282	880	CAGL0J03564g
214	329	235	170	CAGL0J03586g
372	482	569	379	CAGL0J03608g
26	19	20	10	CAGL0J03630g
2562	3170	2066	1385	CAGL0J03652g
222	363	585	358	CAGL0J03674g
156	202	158	112	CAGL0J03696g
718	792	280	223	CAGL0J03718g
22	36	26	13	CAGL0J03740g
204	244	389	204	CAGL0J03762g
951	1220	1084	700	CAGL0J03780g
435	541	1137	425	CAGL0J03806g
289	410	562	293	CAGL0J03828g
260	449	325	209	CAGL0J03850g
288	360	584	343	CAGL0J03872g
120	130	87	48	CAGL0J03883r
221	270	259	131	CAGL0J03894g
84	110	170	113	CAGL0J03916g
236	308	263	185	CAGL0J03938g
300	442	653	411	CAGL0J03960g
0	0	0	0	CAGL0J03982g
28	54	178	118	CAGL0J04004g
141	140	426	232	CAGL0J04026g
112	237	112	66	CAGL0J04048g
1509	1848	872	619	CAGL0J04070g
138	167	439	230	CAGL0J04092g
797	793	938	535	CAGL0J04114g
128	145	246	138	CAGL0J04136g
105	134	567	303	CAGL0J04158g
262	366	478	308	CAGL0J04180g
178	60	4643	2100	CAGL0J04202g
432	455	1139	639	CAGL0J04224g
228	232	476	284	CAGL0J04246g
549	674	983	642	CAGL0J04268g
4	4	10	13	CAGL0J04290g
608	787	1553	923	CAGL0J04312g
70	101	62	47	CAGL0J04334g
119	177	165	137	CAGL0J04356g
386	488	502	373	CAGL0J04378g
66	108	188	145	CAGL0J04400g
498	592	1157	668	CAGL0J04422g
361	508	465	275	CAGL0J04444g
294	324	617	365	CAGL0J04466g
123	160	297	180	CAGL0J04488g
611	800	658	470	CAGL0J04510g
481	604	304	262	CAGL0J04532g
412	530	393	218	CAGL0J04554g
539	667	127	98	CAGL0J04576g
749	959	416	306	CAGL0J04598g
346	501	652	437	CAGL0J04620g
374	398	512	305	CAGL0J04642g
408	389	609	372	CAGL0J04664g
50	70	78	65	CAGL0J04686g
142	221	141	96	CAGL0J04708g
0	0	0	0	CAGL0J04730r
184	236	271	224	CAGL0J04752g
197	282	291	221	CAGL0J04774g
415	475	890	582	CAGL0J04796g
632	880	1380	881	CAGL0J04818g
146	175	166	95	CAGL0J04840g
153	222	190	123	CAGL0J04862g
18	29	68	51	CAGL0J04884g
106	102	198	118	CAGL0J04906g
1156	1474	370	310	CAGL0J04928g
383	454	529	353	CAGL0J04950g
92	99	58	36	CAGL0J04972g
138	181	386	232	CAGL0J04994g
480	620	625	378	CAGL0J05016g
128	261	313	74	CAGL0J05038g
403	863	257	150	CAGL0J05060g
131	188	249	149	CAGL0J05082g
225	336	280	170	CAGL0J05104g
505	738	1637	954	CAGL0J05126g
49	77	71	66	CAGL0J05159g
548	659	645	425	CAGL0J05214g
498	644	1142	653	CAGL0J05236g
80	99	268	77	CAGL0J05247g
314	393	951	319	CAGL0J05258g
287	401	547	318	CAGL0J05280g
220	239	905	464	CAGL0J05302g
515	761	1688	857	CAGL0J05324g
747	1043	1170	676	CAGL0J05346g
156	171	208	127	CAGL0J05368g
10	12	1	3	CAGL0J05390g
1553	1981	639	478	CAGL0J05412g
2934	3557	4385	2663	CAGL0J05434g
201	243	192	144	CAGL0J05456g
385	387	707	473	CAGL0J05478g
179	283	183	138	CAGL0J05500g
226	290	288	183	CAGL0J05522g
555	757	1057	652	CAGL0J05544g
766	992	1107	724	CAGL0J05566g
59	123	113	79	CAGL0J05588g
522	635	668	498	CAGL0J05610g
103	126	209	103	CAGL0J05632g
395	516	451	279	CAGL0J05654g
336	421	338	229	CAGL0J05676g
387	509	139	116	CAGL0J05698g
371	514	460	251	CAGL0J05720g
137	194	183	133	CAGL0J05742g
446	528	404	281	CAGL0J05764g
394	497	260	191	CAGL0J05786g
63	59	88	64	CAGL0J05808g
18	29	54	36	CAGL0J05830g
52	87	189	86	CAGL0J05852g
99	135	242	178	CAGL0J05874g
101	135	93	67	CAGL0J05896g
700	766	1037	609	CAGL0J05918g
571	769	1928	1186	CAGL0J05940g
89	97	424	207	CAGL0J05962g
1293	1629	418	363	CAGL0J05984g
429	592	244	171	CAGL0J06006g
248	237	257	156	CAGL0J06028g
2523	3701	6566	4154	CAGL0J06050g
561	773	831	525	CAGL0J06072g
118	181	91	61	CAGL0J06088g
597	772	731	466	CAGL0J06094g
83	139	146	81	CAGL0J06116g
142	193	113	93	CAGL0J06138g
398	508	589	364	CAGL0J06160g
339	407	646	378	CAGL0J06182g
641	824	1133	669	CAGL0J06204g
520	650	685	422	CAGL0J06226g
463	573	817	541	CAGL0J06248g
73	112	186	113	CAGL0J06270g
114	174	165	102	CAGL0J06292g
589	739	1457	938	CAGL0J06314g
146	172	181	147	CAGL0J06336g
70	111	88	59	CAGL0J06358g
3884	4696	2252	1691	CAGL0J06374g
448	596	825	527	CAGL0J06380g
11	4	11	5	CAGL0J06402g
622	853	928	609	CAGL0J06424g
0	0	0	0	CAGL0J06446r
472	586	1462	816	CAGL0J06468g
187	200	287	162	CAGL0J06490g
439	576	226	179	CAGL0J06512g
697	910	707	521	CAGL0J06534g
278	388	380	239	CAGL0J06556g
676	819	849	551	CAGL0J06578g
952	1230	1001	571	CAGL0J06600g
274	327	339	225	CAGL0J06622g
0	1	0	0	CAGL0J06644r
307	412	76	91	CAGL0J06666g
206	216	231	179	CAGL0J06688g
796	949	1376	898	CAGL0J06710g
432	610	399	312	CAGL0J06732g
153	228	211	152	CAGL0J06754g
487	659	536	343	CAGL0J06776g
45	54	80	62	CAGL0J06798g
164	186	560	290	CAGL0J06820g
187	275	241	147	CAGL0J06842g
4	5	17	7	CAGL0J06864g
184	242	333	216	CAGL0J06886g
96	122	557	299	CAGL0J06908g
889	1085	1442	902	CAGL0J06930g
935	1367	1298	817	CAGL0J06952g
525	653	881	568	CAGL0J06974g
287	336	589	367	CAGL0J06996g
73	90	200	115	CAGL0J07018g
400	533	3323	2023	CAGL0J07040g
2053	2760	1827	1208	CAGL0J07062g
166	268	367	201	CAGL0J07084g
398	398	435	247	CAGL0J07106g
1085	1451	1955	1188	CAGL0J07128g
173	195	269	173	CAGL0J07150g
131	170	231	151	CAGL0J07172g
33	45	96	62	CAGL0J07194g
83	96	136	96	CAGL0J07216g
19095	22037	9810	6955	CAGL0J07238g
1005	1293	1062	666	CAGL0J07260g
19	39	34	15	CAGL0J07282g
92	97	185	104	CAGL0J07304g
224	276	296	153	CAGL0J07326g
71	70	84	67	CAGL0J07348g
565	720	401	316	CAGL0J07370g
437	513	406	283	CAGL0J07392g
70	108	68	47	CAGL0J07414g
607	783	589	347	CAGL0J07436g
367	479	165	138	CAGL0J07458g
339	418	511	340	CAGL0J07480g
102	129	110	80	CAGL0J07502g
414	559	718	423	CAGL0J07524g
458	551	869	498	CAGL0J07546g
2055	2893	3172	1816	CAGL0J07568g
116	186	194	56	CAGL0J07590g
749	1017	3240	1635	CAGL0J07612g
103	132	169	114	CAGL0J07634g
699	921	1511	794	CAGL0J07656g
1216	1551	1161	795	CAGL0J07678g
166	214	234	150	CAGL0J07700g
362	427	214	177	CAGL0J07722g
1297	1582	977	637	CAGL0J07744g
1107	1390	251	181	CAGL0J07766g
229	313	341	222	CAGL0J07788g
583	809	565	328	CAGL0J07810g
520	543	879	554	CAGL0J07832g
238	308	317	206	CAGL0J07854g
54	90	85	49	CAGL0J07876g
1255	1476	1138	704	CAGL0J07898g
433	585	376	262	CAGL0J07920g
345	435	384	268	CAGL0J07942g
3	6	5	3	CAGL0J07953r
312	350	448	307	CAGL0J07964g
225	258	221	135	CAGL0J07980g
105	111	58	44	CAGL0J07986g
179	273	222	183	CAGL0J08008g
383	497	409	282	CAGL0J08030g
527	660	878	473	CAGL0J08052g
489	640	777	438	CAGL0J08074g
266	304	743	404	CAGL0J08096g
173	196	457	281	CAGL0J08118g
425	581	613	380	CAGL0J08140g
953	1328	941	682	CAGL0J08162g
629	815	354	236	CAGL0J08184g
293	358	468	309	CAGL0J08206g
307	351	587	406	CAGL0J08228g
252	360	292	207	CAGL0J08250g
407	492	960	608	CAGL0J08272g
273	328	1391	970	CAGL0J08294g
148	214	847	527	CAGL0J08316g
381	386	497	300	CAGL0J08349g
3	0	6	6	CAGL0J08371g
201	273	314	177	CAGL0J08393g
1077	1412	1989	1339	CAGL0J08415g
386	527	767	405	CAGL0J08437g
320	442	723	400	CAGL0J08459g
105	156	358	156	CAGL0J08481g
0	0	0	0	CAGL0J08503r
65	72	204	118	CAGL0J08547g
1345	1761	2082	1398	CAGL0J08569g
515	719	1107	737	CAGL0J08591g
80	116	347	180	CAGL0J08613g
267	386	731	461	CAGL0J08635g
536	650	883	550	CAGL0J08657g
1312	1787	562	428	CAGL0J08679g
251	312	463	221	CAGL0J08712g
2386	3064	2979	1822	CAGL0J08734g
269	416	735	442	CAGL0J08756g
440	551	685	389	CAGL0J08778g
248	364	480	307	CAGL0J08800g
138	186	192	130	CAGL0J08822g
758	990	355	265	CAGL0J08844g
12	24	36	25	CAGL0J08866g
217	286	225	126	CAGL0J08888g
178	230	119	82	CAGL0J08910g
56	78	40	22	CAGL0J08932g
1153	1430	7792	3585	CAGL0J08954g
51	53	241	171	CAGL0J08976g
1269	1676	2229	1056	CAGL0J08998g
53	65	168	92	CAGL0J09020g
0	0	0	0	CAGL0J09042g
2561	3210	2205	1443	CAGL0J09064g
11650	13324	6477	5098	CAGL0J09086g
534	654	1067	623	CAGL0J09108g
220	273	521	337	CAGL0J09130g
581	786	935	634	CAGL0J09152g
1	4	8	4	CAGL0J09174g
150	217	323	212	CAGL0J09196g
670	918	773	485	CAGL0J09218g
2466	3012	2880	1761	CAGL0J09240g
67	89	372	206	CAGL0J09262g
36	44	82	40	CAGL0J09284g
327	392	786	395	CAGL0J09306g
411	399	488	309	CAGL0J09328g
2184	2713	6580	3288	CAGL0J09350g
397	487	1073	549	CAGL0J09372g
459	692	1427	870	CAGL0J09394g
112	130	406	216	CAGL0J09416g
0	0	0	0	CAGL0J09438r
283	356	97	84	CAGL0J09460g
76	89	38	26	CAGL0J09482g
512	656	484	337	CAGL0J09504g
293	317	359	244	CAGL0J09526g
563	652	747	458	CAGL0J09548g
210	215	469	228	CAGL0J09570g
31	40	99	46	CAGL0J09592g
1661	2051	537	386	CAGL0J09614g
186	275	215	168	CAGL0J09636g
88	118	191	118	CAGL0J09658g
92	101	122	58	CAGL0J09680g
89	142	215	40	CAGL0J09702g
330	428	673	400	CAGL0J09724g
662	836	176	156	CAGL0J09746g
121	138	207	119	CAGL0J09768g
500	533	789	413	CAGL0J09790g
665	885	3384	1765	CAGL0J09812g
159	213	341	196	CAGL0J09834g
460	416	758	507	CAGL0J09856g
328	407	747	446	CAGL0J09878g
1471	1947	4855	2624	CAGL0J09900g
3485	4270	3595	2368	CAGL0J09922g
70	68	127	52	CAGL0J09944g
2046	2282	3433	1869	CAGL0J09966g
56	69	115	39	CAGL0J09988g
591	743	170	131	CAGL0J10010g
1171	1622	267	278	CAGL0J10032g
209	283	339	251	CAGL0J10054g
395	527	648	371	CAGL0J10076g
142	181	258	79	CAGL0J10098g
288	350	332	173	CAGL0J10120g
16447	19394	8836	6773	CAGL0J10164g
569	671	740	416	CAGL0J10179g
1930	2390	3404	2139	CAGL0J10186g
158	219	160	124	CAGL0J10208g
256	285	319	245	CAGL0J10230g
578	746	87	74	CAGL0J10252g
266	329	360	217	CAGL0J10274g
259	264	808	554	CAGL0J10296g
307	338	546	331	CAGL0J10318g
272	393	418	241	CAGL0J10340g
562	672	376	257	CAGL0J10362g
11665	14437	5946	4716	CAGL0J10384g
2266	2732	2214	1440	CAGL0J10406g
144	196	241	168	CAGL0J10428g
295	339	812	500	CAGL0J10450g
204	260	347	242	CAGL0J10472g
65	84	529	296	CAGL0J10494g
247	309	384	219	CAGL0J10516g
60	88	114	76	CAGL0J10538g
82	128	194	113	CAGL0J10560g
898	1095	1300	848	CAGL0J10582g
165	210	220	138	CAGL0J10604g
192	209	310	199	CAGL0J10626g
490	615	565	377	CAGL0J10670g
376	501	519	329	CAGL0J10692g
6	14	4	2	CAGL0J10714g
118	203	262	167	CAGL0J10736g
823	1131	1321	826	CAGL0J10758g
407	550	769	538	CAGL0J10780g
660	901	299	185	CAGL0J10802g
473	637	513	320	CAGL0J10824g
472	591	849	471	CAGL0J10846g
9	23	20	9	CAGL0J10868g
852	1026	163	173	CAGL0J10890g
498	587	93	99	CAGL0J10912g
330	420	489	330	CAGL0J10934g
306	425	366	245	CAGL0J10956g
142	166	146	91	CAGL0J10978g
151	239	189	106	CAGL0J11000g
151	196	248	145	CAGL0J11022g
455	631	793	542	CAGL0J11044g
706	901	136	124	CAGL0J11066g
94	119	59	47	CAGL0J11088g
371	481	497	343	CAGL0J11110g
536	644	1371	837	CAGL0J11132g
859	1017	114	139	CAGL0J11154g
176	204	411	252	CAGL0J11176g
634	762	1099	722	CAGL0J11198g
16811	19441	9063	6827	CAGL0J11220g
163	177	182	135	CAGL0J11242g
479	635	365	226	CAGL0J11264g
332	475	68	71	CAGL0J11286g
212	226	594	347	CAGL0J11308g
196	251	565	271	CAGL0J11330g
562	679	351	234	CAGL0J11352g
4	2	3	1	CAGL0J11374g
9	10	8	9	CAGL0J11396g
182	197	203	130	CAGL0J11418g
1693	2161	1886	1165	CAGL0J11440g
1970	2748	2259	1376	CAGL0J11462g
140	210	176	85	CAGL0J11484g
584	729	841	665	CAGL0J11506g
124	207	350	215	CAGL0J11528g
9	12	49	20	CAGL0J11550g
132	160	254	175	CAGL0J11572g
323	373	404	253	CAGL0J11594g
1	0	1	0	CAGL0J11616g
262	330	430	271	CAGL0J11638g
450	587	505	319	CAGL0J11660g
824	1042	2223	1114	CAGL0J11682g
151	218	441	259	CAGL0J11704g
341	422	476	337	CAGL0J11726g
2217	2378	2181	1436	CAGL0J11748g
1499	2328	2457	1679	CAGL0J11770g
260	334	60	46	CAGL0J11792g
115	150	211	142	CAGL0J11814g
387	524	683	443	CAGL0J11836g
10	28	11	6	CAGL0J11847r
739	844	1180	781	CAGL0J11858g
808	1072	1337	898	CAGL0J11880g
2	2	0	0	CAGL0J11891g
0	0	0	0	CAGL0J11946g
4	4	7	2	CAGL0J11968g
0	0	0	0	CAGL0J11979g
0	0	0	0	CAGL0J11990g
0	0	0	0	CAGL0J12012g
0	0	0	0	CAGL0J12034g
2	1	2	1	CAGL0K00110g
0	0	0	0	CAGL0K00121g
0	0	1	0	CAGL0K00170g
102	146	320	199	CAGL0K00231g
203	334	345	262	CAGL0K00253g
416	482	805	529	CAGL0K00275g
1209	1507	1471	1000	CAGL0K00297g
2	6	1	0	CAGL0K00308r
1791	2037	5623	3509	CAGL0K00319g
46	56	125	98	CAGL0K00341g
52	70	83	50	CAGL0K00363g
116	201	222	159	CAGL0K00385g
819	1079	1423	852	CAGL0K00407g
633	858	529	343	CAGL0K00429g
163	224	234	151	CAGL0K00451g
552	637	314	234	CAGL0K00473g
916	1103	1121	711	CAGL0K00495g
315	424	671	446	CAGL0K00517g
494	561	625	451	CAGL0K00539g
0	0	0	0	CAGL0K00561r
807	1235	977	541	CAGL0K00583g
196	251	240	150	CAGL0K00605g
354	463	394	225	CAGL0K00627g
457	534	717	459	CAGL0K00649g
898	1021	293	232	CAGL0K00671g
303	344	458	307	CAGL0K00693g
182	136	301	155	CAGL0K00715g
226	351	355	234	CAGL0K00737g
1214	1415	642	474	CAGL0K00759g
590	760	319	106	CAGL0K00781g
1473	1858	6041	2992	CAGL0K00803g
477	595	470	238	CAGL0K00825g
942	1073	1641	885	CAGL0K00847g
35	41	102	51	CAGL0K00869g
138	204	724	477	CAGL0K00891g
501	693	1397	768	CAGL0K00913g
101	141	91	77	CAGL0K00935g
1021	1360	501	386	CAGL0K00957g
307	437	537	319	CAGL0K00979g
441	569	581	363	CAGL0K01001g
397	448	715	468	CAGL0K01023g
643	887	426	267	CAGL0K01045g
794	863	853	543	CAGL0K01067g
444	491	208	166	CAGL0K01089g
0	0	0	0	CAGL0K01111r
582	767	1755	1062	CAGL0K01133g
